page,interface,kind,field,flag,dtype,value,desc
107,get_scjy_value,RETURN,SC15,,double,,打板资金 封板成功资金(亿元) 封板失败资金(亿元) [注：该指标 展示20160926日之后的数据]
107,get_scjy_value,RETURN,SC16,,double,,龙虎榜 买入总金额(亿元) 卖出总金额(亿元)
107,get_scjy_value,RETURN,SC17,,double,,龙虎榜机构数据 买入金额(亿元) 卖出金额(亿元)
107,get_scjy_value,RETURN,SC18,,double,,龙虎榜营业部数据 买入金额(亿元) 卖出金额(亿元)
107,get_scjy_value,RETURN,SC19,,double,,龙虎榜沪深股通数据 买入金额(亿元) 卖出金额(亿元)
107,get_scjy_value,RETURN,SC20,,double,,陆股通净买入 沪股通净买入额(亿元) 深股通净买入额(亿元)
107,get_scjy_value,RETURN,SC21,,double,,每周无限售质押率 深市质押率(%) 沪市质押率(%)[注：该指标展 示20180128日之后的数据]
107,get_scjy_value,RETURN,SC22,,double,,每周有限售质押率 深市质押率(%) 沪市质押率(%)[注：该指标展 示20180128日之后的数据]
107,get_scjy_value,RETURN,SC23,,double,,连板家数 连板股个数(包含ST和未开板新股) 连板股个数(不含ST 股和未开板新股）[注：该指标展示20180319日之后的数据]
107,get_scjy_value,RETURN,SC24,,double,,沪深京涨跌停股个数 涨停股个数(不含ST股和未开板新股) 跌停 股个数（不含ST股）[注：该指标展示20160926日之后的数据]
107,get_scjy_value,RETURN,SC25,,double,,融资融券 沪深京融资买入额（万元）沪深京融券卖出量（万股）
107,get_scjy_value,RETURN,SC26,,double,,每周市场质押比 每周市场质押比例（%）[注：该指标展示 20180316日之后的数据]
107,get_scjy_value,RETURN,SC27,,double,,央行公开市场净投放 央行公开市场净投放 (亿元)
107,get_scjy_value,RETURN,SC28,,double,,历史A股新高新低数 历史新高A股股票个数 历史新低A股股票个 数(上市满一年的股票)
107,get_scjy_value,RETURN,SC29,,double,,120天A股新高新低数 120天新高A股股票个数 120天新低A股股 票个数(上市满一年的股票)
108,get_scjy_value,RETURN,SC30,,double,,涨停数据 市场高度(不含ST股和未开板新股) 2板以上涨停个数(不 含ST股和未开板新股)[注：该指标展示20180319日之后的数据]
108,get_scjy_value,RETURN,SC31,,double,,涨跌家数 涨家数（剔除停牌） 跌家数（剔除停牌）
108,get_scjy_value,RETURN,SC32,,double,,20天A股新高新低数 20天新高A股股票个数 20天新低A股股票个 数(上市满一年的股票)
108,get_scjy_value,RETURN,SC33,,double,,市场总封单金额 涨停封单金额（亿元）跌停封单金额（亿元） [注：该指标展示20160926日之后的数据]
108,get_scjy_value,RETURN,SC34,,double,,涨跌股成交量 上涨股成交量(万手) 下跌股成交量(万手)
108,get_scjy_value,RETURN,SC35,,double,,涨停数据 换手板家数 回封率(%) [注：两个指标都剔除了未开板 新股，换手板家数展示20190605日之后的数据，回封率展示 20180927日之后的数据]
108,get_scjy_value,RETURN,SC36,,double,,曾涨跌停股个数 曾涨停股个数(剔除ST股和未开板新股) 曾跌停 股个数(剔除ST股) [注：该指标展示20160926日之后的数据]
108,get_scjy_value,RETURN,SC37,,double,,转融券 融出市值(亿元) 期末余额(亿元)
108,get_scjy_value,RETURN,SC38,,double,,ETF基金规模金额数据 ETF基金规模(亿元) ETF净申赎(亿元)
108,get_scjy_value,RETURN,SC39,,double,,涨跌5%家数 涨幅大于等于5%家数 跌幅大于等于5%家数
108,get_scjy_value,RETURN,SC40,,double,,陆股通成交 陆股通成交总额(亿元) 陆股通成交总笔(万笔)
108,get_scjy_value,RETURN,SC41,,double,,中证1000股指期货 净持仓(手) [注：该指标展示20220722日之后 的数据]
108,get_scjy_value,RETURN,SC42,,double,,沪深股通成交金额 沪股通成交总额(亿元) 深股通成交总额(亿元)
110,get_scjy_value_by_date,PARAM,field_list,Y,List[str],,字段筛选，不能为空
110,get_scjy_value_by_date,PARAM,year,Y,int,,指定年份
110,get_scjy_value_by_date,PARAM,mmdd,Y,int,,指定月日
112,get_gp_one_data,PARAM,stock_list,Y,List[str],,证券代码列表
112,get_gp_one_data,PARAM,field_list,Y,List[str],,字段筛选，不能为空（如 GO47 表示是第47号个股数据最新业绩 预告 本期扣非净利润预计同比增 减幅上限%）这个值，GO为gp one的首字母大写
112,get_gp_one_data,RETURN,GO1,,double,,发行价(元)
112,get_gp_one_data,RETURN,GO2,,double,,总发行数量(万股)
112,get_gp_one_data,RETURN,GO3,,double,,一致预期目标价(元)[注：一致预期值均为近半年内各家机构预 测数值的平均值]
112,get_gp_one_data,RETURN,GO4,,double,,一致预期T年度
112,get_gp_one_data,RETURN,GO5,,double,,一致预期T年每股收益
112,get_gp_one_data,RETURN,GO6,,double,,一致预期T+1年每股收益
112,get_gp_one_data,RETURN,GO7,,double,,一致预期T+2年每股收益
112,get_gp_one_data,RETURN,GO8,,double,,一致预期T年净利润(万元)
112,get_gp_one_data,RETURN,GO9,,double,,一致预期T+1年净利润(万元)
112,get_gp_one_data,RETURN,GO10,,double,,一致预期T+2年净利润(万元)
112,get_gp_one_data,RETURN,GO11,,double,,一致预期T年营业收入(万元)
113,get_gp_one_data,RETURN,GO12,,double,,一致预期T+1年营业收入(万元)
113,get_gp_one_data,RETURN,GO13,,double,,一致预期T+2年营业收入(万元)
113,get_gp_one_data,RETURN,GO14,,double,,一致预期T年营业利润(万元)
113,get_gp_one_data,RETURN,GO15,,double,,一致预期T+1年营业利润(万元)
113,get_gp_one_data,RETURN,GO16,,double,,一致预期T+2年营业利润(万元)
113,get_gp_one_data,RETURN,GO17,,double,,一致预期T年每股净资产(元)
113,get_gp_one_data,RETURN,GO18,,double,,一致预期T+1年每股净资产(元)
113,get_gp_one_data,RETURN,GO19,,double,,一致预期T+2年每股净资产(元)
113,get_gp_one_data,RETURN,GO20,,double,,一致预期T年净资产收益率(%)
113,get_gp_one_data,RETURN,GO21,,double,,一致预期T+1年净资产收益率(%)
113,get_gp_one_data,RETURN,GO22,,double,,一致预期T+2年净资产收益率(%)
113,get_gp_one_data,RETURN,GO23,,double,,一致预期T年PE
113,get_gp_one_data,RETURN,GO24,,double,,一致预期T+1年PE
113,get_gp_one_data,RETURN,GO25,,double,,一致预期T+2年PE
113,get_gp_one_data,RETURN,GO26,,double,,最新解禁日(YYMMDD格式)
113,get_gp_one_data,RETURN,GO27,,double,,最新解禁数量（万股）
113,get_gp_one_data,RETURN,GO28,,double,,下一报告期的预约披露时间
113,get_gp_one_data,RETURN,GO29,,double,,最新持股机构家数
113,get_gp_one_data,RETURN,GO30,,double,,最新机构持股总量（万股）
113,get_gp_one_data,RETURN,GO31,,double,,最新持股基金家数
113,get_gp_one_data,RETURN,GO32,,double,,最新基金持股量（万股）
113,get_gp_one_data,RETURN,GO33,,double,,最新总股本（万股）
113,get_gp_one_data,RETURN,GO34,,double,,最新实际流通A股（万股）
113,get_gp_one_data,RETURN,GO35,,double,,最新业绩预告 报告期(YYMMDD格式)
113,get_gp_one_data,RETURN,GO36,,double,,最新业绩预告 本期归母净利润下限（万元）
113,get_gp_one_data,RETURN,GO37,,double,,最新业绩预告 本期归母净利润上限（万元）
113,get_gp_one_data,RETURN,GO38,,double,,最新业绩预告 本期归母净利润预计同比增减幅下限%
114,get_gp_one_data,RETURN,GO39,,double,,最新业绩预告 本期归母净利润预计同比增减幅上限%
114,get_gp_one_data,RETURN,GO40,,double,,最新业绩快报 报告期
114,get_gp_one_data,RETURN,GO41,,double,,最新业绩快报 归母净利润（万元）
114,get_gp_one_data,RETURN,GO42,,double,,分红募资 派现总额（万元）
114,get_gp_one_data,RETURN,GO43,,double,,分红募资 募资总额（万元）
114,get_gp_one_data,RETURN,GO44,,double,,最新业绩预告 本期扣非净利润下限(万元)
114,get_gp_one_data,RETURN,GO45,,double,,最新业绩预告 本期扣非净利润上限(万元)
114,get_gp_one_data,RETURN,GO46,,double,,最新业绩预告 本期扣非净利润预计同比增减幅下限%
114,get_gp_one_data,RETURN,GO47,,double,,最新业绩预告 本期扣非净利润预计同比增减幅上限%
116,get_stock_list,PARAM,market,Y,str,,指定代码
116,get_stock_list,PARAM,list_type,Y,int,,返回数据类型
118,get_sector_list,PARAM,list_type,Y,int,,返回数据类型
119,get_stock_list_in_sector,PARAM,block_code,Y,str,,板块代码
119,get_stock_list_in_sector,PARAM,block_type,N,str,,板块类型
119,get_stock_list_in_sector,PARAM,list_type,Y,int,,返回数据类型
123,send_user_block,PARAM,block_code,Y,str,,自定义板块简称
123,send_user_block,PARAM,stock_list,Y,List[str],,添加的自选股
123,send_user_block,PARAM,show,N,bool,,客户端是否切换至对应板块界面
124,send_user_block,PARAM,block_code,Y,str,,自定义板块简称
125,send_user_block,PARAM,block_code,Y,str,,自定义板块简称
125,send_user_block,PARAM,block_name,Y,str,,自定义板块名称
126,send_user_block,PARAM,block_code,Y,str,,自定义板块简称
127,send_user_block,PARAM,block_code,Y,str,,自定义板块简称
127,send_user_block,PARAM,block_name,Y,str,,重命名后的自定义板块名称
129,get_trackzs_etf_info,PARAM,zs_code,Y,str,,指数代码
129,get_trackzs_etf_info,RETURN,Code,,str,证券代码,
129,get_trackzs_etf_info,RETURN,Name,,str,证券名称,
129,get_trackzs_etf_info,RETURN,NowPrice,,str,现价,
129,get_trackzs_etf_info,RETURN,PreClose,,str,昨收,
129,get_trackzs_etf_info,RETURN,IOPV,,str,净值,
129,get_trackzs_etf_info,RETURN,Zgb,,str,净额（万份）,
129,get_trackzs_etf_info,RETURN,Sz,,str,规模（亿元）,
131,get_kzz_info,PARAM,stock_code,Y,str,,可转债代码
131,get_kzz_info,PARAM,field_list,N,List[str],,字段筛选，传空则返回全部
131,get_kzz_info,RETURN,SetCode,,str,证券市场,
131,get_kzz_info,RETURN,KZZCode,,str,可转债代码,
131,get_kzz_info,RETURN,HSCode,,str,正股代码,
131,get_kzz_info,RETURN,ZGPrice,,str,转股价格,
131,get_kzz_info,RETURN,CurRate,,str,当期利率,
131,get_kzz_info,RETURN,RestScope,,str,剩余规模(万),
131,get_kzz_info,RETURN,PutBack,,str,回售触发价,
131,get_kzz_info,RETURN,ForceRedeem,,str,强赎触发价,
131,get_kzz_info,RETURN,ZGDate,,str,转股日,
131,get_kzz_info,RETURN,EndPrice,,str,到期价,
131,get_kzz_info,RETURN,EndDate,,str,到期日期,
131,get_kzz_info,RETURN,ZGRate,,str,转股比率%,
131,get_kzz_info,RETURN,RealValue,,str,纯债价值,
132,get_kzz_info,RETURN,ExpireYield,,str,到期收益率%,
132,get_kzz_info,RETURN,KZZScore,,str,可转债评级,
132,get_kzz_info,RETURN,HSScore,,str,主体评级,
132,get_kzz_info,RETURN,RedeemDate,,str,赎回登记日期,
132,get_kzz_info,RETURN,RedeemPrice,,str,赎回价格,
132,get_kzz_info,RETURN,PutDate,,str,回售申报起始日期,
132,get_kzz_info,RETURN,PutPrice,,str,回售价格,
132,get_kzz_info,RETURN,ZGCode,,str,转股代码,
132,get_kzz_info,RETURN,AGPrice,,str,正股当前价格,
132,get_kzz_info,RETURN,KZZPrice,,str,可转债当前价格,
132,get_kzz_info,RETURN,KZZYj,,str,溢价率,
132,get_kzz_info,RETURN,ZGValue,,str,转股价值,
135,formula_format_data,PARAM,data_dict,Y,Dict,,get market data获取格式的K线Dict _ _
137,formula_set_data,PARAM,stock_code,Y,str,,股票代码
137,formula_set_data,PARAM,stock_period,Y,str,,K线周期
137,formula_set_data,PARAM,stock_data,Y,List,,指定格式的K线数据
137,formula_set_data,PARAM,count,Y,int,,选取的K线数量
137,formula_set_data,PARAM,dividend_type,Y,int,,复权类型
139,formula_set_data_info,PARAM,stock_code,Y,str,,股票代码
139,formula_set_data_info,PARAM,stock_period,Y,str,,K线周期
139,formula_set_data_info,PARAM,start_time,Y,str,,起始时间
139,formula_set_data_info,PARAM,end_time,Y,str,,结束时间
139,formula_set_data_info,PARAM,count,Y,int,,截取K线数量
139,formula_set_data_info,PARAM,dividend_type,Y,int,,复权类型
142,formula_zb,PARAM,formula_name,Y,str,,公式名称
142,formula_zb,PARAM,formula_arg,Y,str,,公式参数
142,formula_zb,PARAM,xsflag,Y,int,,数据精度
144,formula_process_mul_zb,PARAM,formula_name,Y,str,,公式名称
144,formula_process_mul_zb,PARAM,formula_arg,Y,str,,公式参数
144,formula_process_mul_zb,PARAM,xsflag,Y,int,,数据精度
144,formula_process_mul_zb,PARAM,retrun_count,Y,int,,设置每个返回值的返回数
144,formula_process_mul_zb,PARAM,formula_arg,Y,bool,,设置是否返回日期
144,formula_process_mul_zb,PARAM,stock_list,Y,List[str],,股票代码列表
144,formula_process_mul_zb,PARAM,stock_period,Y,str,,K线周期
145,formula_process_mul_zb,PARAM,start_time,Y,str,,起始时间
145,formula_process_mul_zb,PARAM,end_time,Y,str,,结束时间
145,formula_process_mul_zb,PARAM,count,Y,int,,截取K线数量
145,formula_process_mul_zb,PARAM,dividend_type,Y,int,,复权类型
147,formula_get_all,PARAM,formula_type,Y,int,,公式种类标识
147,formula_get_all,RETURN,acCode,Y,str,,公式代码
147,formula_get_all,RETURN,acName,Y,str,,公式名称
147,formula_get_all,RETURN,isSys,Y,int,,是否为系统公式
149,formula_get_info,PARAM,formula_type,Y,int,,公式种类标识
149,formula_get_info,PARAM,formula_code,Y,int,,公式代码
149,formula_get_info,RETURN,acCode,Y,str,,公式代码
149,formula_get_info,RETURN,acName,Y,str,,公式名称
149,formula_get_info,RETURN,isSys,Y,int,,是否为系统公式
149,formula_get_info,RETURN,ParaNum,Y,int,,入参数量
149,formula_get_info,RETURN,Para,Y,Set,,公式入参参数
149,formula_get_info,RETURN,ParaName,Y,Set,,公式入参名称
149,formula_get_info,RETURN,Min,Y,Set,,公式入参最小值
149,formula_get_info,RETURN,Max,Y,Set,,公式入参最大值
149,formula_get_info,RETURN,Default,Y,Set,,公式入参默认值
149,formula_get_info,RETURN,LineNum,Y,int,,出参数量
149,formula_get_info,RETURN,Line,Y,Set,,公式出参参数
149,formula_get_info,RETURN,LineName,Y,Set,,公式出参名称
152,stock_account,PARAM,account,Y,str,,资金账号
152,stock_account,PARAM,account_type,Y,str,,账号类型
153,query_stock_asset,PARAM,account_id,Y,int,,资金账号句柄
153,query_stock_asset,RETURN,Currency,Y,str,,币种
153,query_stock_asset,RETURN,Balance,Y,str,,余额
153,query_stock_asset,RETURN,Cash,Y,str,,可用余额
153,query_stock_asset,RETURN,Asset,Y,str,,资产
153,query_stock_asset,RETURN,MarketValue,Y,str,,总市值
153,query_stock_asset,RETURN,TotalFreeze,Y,str,,期货冻结资金
153,query_stock_asset,RETURN,CloseProfit,Y,str,,期货平仓盈亏
153,query_stock_asset,RETURN,CurrentEquity,Y,str,,期货动态权益
153,query_stock_asset,RETURN,PreviousEquity,Y,str,,期货静态权益
153,query_stock_asset,RETURN,ProfitLoss,Y,str,,期货持仓盈亏
153,query_stock_asset,RETURN,TotalMargin,Y,str,,期货持仓保证金
155,query_stock_orders,PARAM,account_id,Y,int,,资金账号句柄
155,query_stock_orders,PARAM,stock_code,Y,str,,证券代码
155,query_stock_orders,PARAM,cancelable_only,Y,str,,是否仅查询可撤委托（暂未生效）
155,query_stock_orders,RETURN,Wtbh,Y,str,,委托编号
155,query_stock_orders,RETURN,Code,Y,str,,股票代码
155,query_stock_orders,RETURN,Time,Y,str,,时间，HHMMSS
155,query_stock_orders,RETURN,BSFlag,Y,int,,"买卖标志,0买 1卖 -1撤单"
155,query_stock_orders,RETURN,KPFlag,Y,int,,开平标志，0开仓1平仓2平今
155,query_stock_orders,RETURN,WTFS,Y,str,,市价方式，根据沪深市场不一样
155,query_stock_orders,RETURN,Status,Y,int,,委托状态
156,query_stock_orders,RETURN,WtDate,Y,int,,"撤单标志，为1表示已撤,为2表示是夜盘单"
156,query_stock_orders,RETURN,CjPric,Y,str,,成交价
156,query_stock_orders,RETURN,CJVol,Y,str,,"成交数量 如果是撤,则为负值"
156,query_stock_orders,RETURN,WtPrice,Y,str,,委托价
156,query_stock_orders,RETURN,WtVol,Y,str,,"委托数量 如果是撤,则为负值"
157,query_stock_positions,PARAM,account_id,Y,int,,资金账号句柄
157,query_stock_positions,RETURN,Code,Y,str,,证券代码
157,query_stock_positions,RETURN,Cbj,Y,str,,成本价
157,query_stock_positions,RETURN,TotalVol,Y,str,,总持仓
157,query_stock_positions,RETURN,CanUseVol,Y,str,,可用持仓
157,query_stock_positions,RETURN,BuyPosition,Y,str,,多头持仓（期货或期权）
157,query_stock_positions,RETURN,BuyAvgPrice,Y,str,,多头持仓均价（期货或期权）
157,query_stock_positions,RETURN,BuyProfitLoss,Y,str,,多头持仓盈亏（期货或期权）
157,query_stock_positions,RETURN,SellPosition,Y,str,,空头持仓（期货或期权）
157,query_stock_positions,RETURN,SellAvgPrice,Y,str,,空头持仓均价（期货或期权）
157,query_stock_positions,RETURN,SellProfitLoss,Y,str,,空头持仓盈亏（期货或期权）
157,query_stock_positions,RETURN,TodayBuyPosition,Y,str,,当日买入持仓（期货或期权）
157,query_stock_positions,RETURN,TodaySellPosition,Y,str,,当日卖出持仓（期货或期权）
159,order_stock,PARAM,account_id,Y,int,,资金账号句柄
159,order_stock,PARAM,stock_code,Y,str,,证券代码
159,order_stock,PARAM,order_type,Y,int,,委托类型
159,order_stock,PARAM,order_volume,Y,int,,委托数量
159,order_stock,PARAM,price_type,Y,int,,报价类型
159,order_stock,PARAM,price,Y,float,,委托价格
159,order_stock,PARAM,notify,Y,int,,是否手动确认
160,order_stock,RETURN,Value,Y,int,,成功标志，0失败，1待用户确认，2成功
160,order_stock,RETURN,Wtbh,Y,str,,委托编号，只有成功时才会返回
160,order_stock,RETURN,Msg,Y,str,,返回提示信息
161,cancel_order_stock,PARAM,account_id,Y,int,,资金账号句柄
161,cancel_order_stock,PARAM,stock_code,Y,str,,证券代码
161,cancel_order_stock,PARAM,order_id,Y,int,,委托编号
161,cancel_order_stock,RETURN,Value,Y,int,,成功标志，0失败，1成功
161,cancel_order_stock,RETURN,Msg,Y,str,,返回提示信息
170,常量枚举,RETURN,.SZ,,int,0,深圳交易所
170,常量枚举,RETURN,.SH,,int,1,上海交易所
170,常量枚举,RETURN,.BJ,,int,2,北京交易所
170,常量枚举,RETURN,.NQ,,int,44,新三板
170,常量枚举,RETURN,.SHO,,int,8,上海个股期权
170,常量枚举,RETURN,.SZO,,int,9,深圳个股期权
170,常量枚举,RETURN,.HK,,int,31,香港交易所
170,常量枚举,RETURN,.US,,int,74,美国股票
170,常量枚举,RETURN,.CSI,,int,62,中证指数
170,常量枚举,RETURN,.CNI,,int,102,国证指数
170,常量枚举,RETURN,.HG,,int,38,国内宏观指标
170,常量枚举,RETURN,.CFF,,int,47,中金期货
170,常量枚举,RETURN,.CZC,,int,28,郑州期货
170,常量枚举,RETURN,.DCE,,int,29,大连期货
170,常量枚举,RETURN,.SHF,,int,30,上海期货
170,常量枚举,RETURN,.GFE,,int,66,广州期货
170,常量枚举,RETURN,.INE,,int,30,上海能源
170,常量枚举,RETURN,.HI,,int,27,港股指数
170,常量枚举,RETURN,.OF,,int,33,开放式基金净值
170,常量枚举,RETURN,.CFFO,,int,7,中金所期权
170,常量枚举,RETURN,.CZCO,,int,4,郑州期货期权
170,常量枚举,RETURN,.DCEO,,int,5,大连期货期权
170,常量枚举,RETURN,.SHFO,,int,6,上海期货期权
171,常量枚举,RETURN,.GFEO,,int,67,广州期货期权
171,常量枚举,RETURN,.QHZ,,int,42,期货类指数
171,常量枚举,RETURN,type,,str,none,不复权
171,常量枚举,RETURN,type,,str,front,前复权
171,常量枚举,RETURN,type,,str,back,后复权
171,常量枚举,RETURN,period,,str,1m,1分钟
171,常量枚举,RETURN,period,,str,5m,5分钟
171,常量枚举,RETURN,period,,str,15m,15分钟
171,常量枚举,RETURN,period,,str,30m,30分钟
171,常量枚举,RETURN,period,,str,1h,60分钟（1小时）
171,常量枚举,RETURN,period,,str,1d,1天
171,常量枚举,RETURN,period,,str,1w,1周
171,常量枚举,RETURN,period,,str,1mon,1月
171,常量枚举,RETURN,period,,str,1q,1季
171,常量枚举,RETURN,period,,str,1y,1年
171,常量枚举,RETURN,period,,str,tick,分笔
171,常量枚举,RETURN,STOCK_BUY,,int,0,买
171,常量枚举,RETURN,STOCK_SELL,,int,1,卖
171,常量枚举,RETURN,CREDIT_BUY,,int,0,担保品买入
172,常量枚举,RETURN,CREDIT_SELL,,int,1,担保品卖出
172,常量枚举,RETURN,CREDIT_FIN_BUY,,int,69,融资买入
172,常量枚举,RETURN,CREDIT_SLO_SELL,,int,70,融券卖出
172,常量枚举,RETURN,CREDIT_COV_BUY,,int,71,买券还券
172,常量枚举,RETURN,CREDIT_STK_REPAY,,int,76,卖券还款
172,常量枚举,RETURN,ETF_PURCHASE,,int,45,基金申购
172,常量枚举,RETURN,ETF_REDEMPTION,,int,46,基金赎回
172,常量枚举,RETURN,FUTURE_OPEN_LONG,,int,101,期货开多
172,常量枚举,RETURN,FUTURE_OPEN_SHORT,,int,102,期货开空
172,常量枚举,RETURN,FUTURE_CLOSE_LONG,,int,103,期货平多
172,常量枚举,RETURN,FUTURE_CLOSE_SHORT,,int,104,期货平空
172,常量枚举,RETURN,OPTION_OPEN_LONG,,int,201,期权开多
172,常量枚举,RETURN,OPTION_OPEN_SHORT,,int,202,期权开空
172,常量枚举,RETURN,OPTION_CLOSE_LONG,,int,203,期权平多
172,常量枚举,RETURN,OPTION_CLOSE_SHORT,,int,204,期权平空
172,常量枚举,RETURN,PRICE_MY,,int,0,自填价
172,常量枚举,RETURN,PRICE_SJ,,int,1,市价
172,常量枚举,RETURN,PRICE_ZTJ,,int,2,涨停价/笼子上限
172,常量枚举,RETURN,PRICE_DTJ,,int,3,跌停价/笼子下限
172,常量枚举,RETURN,WTSTATUS_NULL,,int,0,无效单
172,常量枚举,RETURN,WTSTATUS_NOCJ,,int,1,未成交
172,常量枚举,RETURN,WTSTATUS_PARTCJ,,int,2,部分成交
173,常量枚举,RETURN,WTSTATUS_ALLCJ,,int,3,全部成交
173,常量枚举,RETURN,WTSTATUS_BCBC,,int,4,部分成交部分撤单
173,常量枚举,RETURN,WTSTATUS_ALLCD,,int,5,全部撤单
